X,Y,Temperature
0.937500,5.312500,1.530005
0.937500,5.468750,1.586214
0.937500,5.625000,1.643474
0.937500,5.781250,1.701827
0.937500,5.937500,1.761317
0.937500,6.093750,1.821987
0.937500,6.250000,1.883884
0.937500,6.406250,1.947056
0.937500,6.562500,2.011551
0.937500,6.718750,2.077421
0.937500,6.875000,2.144717
0.937500,7.031250,2.213494
0.937500,7.187500,2.283808
0.937500,7.343750,2.355718
0.937500,7.500000,2.429285
0.937500,7.656250,2.504572
0.937500,7.812500,2.581644
0.937500,7.968750,2.660570
0.937500,8.125000,2.741422
0.937500,8.281250,2.824274
0.937500,8.437500,2.909204
0.937500,8.593750,2.996292
0.937500,8.750000,3.085626
0.937500,8.906250,3.177293
0.937500,9.062500,3.271387
0.937500,9.218750,3.368007
0.937500,9.375000,3.467256
0.937500,9.531250,3.569244
0.937500,9.687500,3.674084
0.937500,9.843750,3.781898
0.937500,10.000000,3.892814
0.937500,10.156250,4.006966
0.937500,10.312500,4.124498
0.937500,10.468750,4.245561
0.937500,10.625000,4.370316
0.937500,10.781250,4.498935
0.937500,10.937500,4.631598
0.937500,11.093750,4.768500
0.937500,11.250000,4.909847
0.937500,11.406250,5.055861
0.937500,11.562500,5.206777
0.937500,11.718750,5.362850
0.937500,11.875000,5.524349
0.937500,12.031250,5.691568
0.937500,12.187500,5.864821
0.937500,12.343750,6.044445
0.937500,12.500000,6.230808
0.937500,12.656250,6.424304
0.937500,12.812500,6.625361
0.937500,12.968750,6.834446
0.937500,13.125000,7.052063
0.937500,13.281250,7.278765
0.937500,13.437500,7.515151
0.937500,13.593750,7.761881
0.937500,13.750000,8.019675
0.937500,13.906250,8.289325
0.937500,14.062500,8.571704
0.937500,14.218750,8.867775
0.937500,14.375000,9.178601
0.937500,14.531250,9.505365
0.937500,14.687500,9.849380
0.937500,14.843750,10.212111
0.937500,15.000000,10.595197
0.937500,15.156250,11.000475
0.937500,15.312500,11.430015
0.937500,15.468750,11.886153
0.937500,15.625000,12.371538
0.937500,15.781250,12.889181
0.937500,15.937500,13.442523
0.937500,16.093750,14.035507
0.937500,16.250000,14.672677
0.937500,16.406250,15.359288
0.937500,16.562500,16.101450
0.937500,16.718750,16.906302
0.937500,16.875000,17.782229
0.937500,17.031250,18.739137
0.937500,17.187500,19.788792
0.937500,17.343750,20.945261
0.937500,17.500000,22.225458
0.937500,17.656250,23.649852
0.937500,17.812500,25.243369
0.937500,17.968750,27.036543
0.937500,18.125000,29.066971
0.937500,18.281250,31.381154
0.937500,18.437500,34.036725
0.937500,18.593750,37.105067
0.937500,18.750000,40.674053
0.937500,18.906250,44.850307
0.937500,19.062500,49.759509
0.937500,19.218750,55.541872
0.937500,19.375000,62.337606
0.937500,19.531250,70.254749
0.937500,19.687500,79.311703
0.937500,19.843750,89.356853
0.937500,20.000000,100.000000
1.093750,0.000000,0.000000
1.093750,0.156250,0.046510
1.093750,0.312500,0.093049
1.093750,0.468750,0.139647
1.093750,0.625000,0.186332
1.093750,0.781250,0.233135
1.093750,0.937500,0.280084
1.093750,1.093750,0.327210
1.093750,1.250000,0.374541
1.093750,1.406250,0.422109
1.093750,1.562500,0.469943
1.093750,1.718750,0.518073
1.093750,1.875000,0.566530
1.093750,2.031250,0.615345
1.093750,2.187500,0.664550
1.093750,2.343750,0.714175
1.093750,2.500000,0.764252
1.093750,2.656250,0.814814
1.093750,2.812500,0.865894
1.093750,2.968750,0.917524
1.093750,3.125000,0.969739
1.093750,3.281250,1.022572
1.093750,3.437500,1.076059
1.093750,3.593750,1.130234
1.093750,3.750000,1.185134
1.093750,3.906250,1.240795
