X,Y,Temp_Num,Temp_Exact
0.625000,10.000000,2.594449,2.602383
1.250000,10.000000,5.153644,5.170092
1.875000,10.000000,7.643769,7.669807
2.500000,10.000000,10.033704,10.070765
3.125000,10.000000,12.295966,12.345678
3.750000,10.000000,14.407264,14.471302
4.375000,10.000000,16.348661,16.428642
5.000000,10.000000,18.105408,18.202833
5.625000,10.000000,19.666536,19.782776
6.250000,10.000000,21.024286,21.160603
6.875000,10.000000,22.173484,22.331070
7.500000,10.000000,23.110916,23.290939
8.125000,10.000000,23.834752,24.038400
8.750000,10.000000,24.344064,24.572581
9.375000,10.000000,24.638430,24.893143
10.000000,10.000000,24.717669,25.000000
10.625000,10.000000,24.513699,24.893143
11.250000,10.000000,24.230369,24.572581
11.875000,10.000000,23.731730,24.038400
12.500000,10.000000,23.018133,23.290939
13.125000,10.000000,22.090474,22.331070
13.750000,10.000000,20.950573,21.160603
14.375000,10.000000,19.601655,19.782776
15.000000,10.000000,18.048919,18.202833
15.625000,10.000000,16.300158,16.428642
16.250000,10.000000,14.366384,14.471302
16.875000,10.000000,12.262392,12.345678
17.500000,10.000000,10.007168,10.070765
18.125000,10.000000,7.624057,7.669807
18.750000,10.000000,5.140593,5.170092
19.375000,10.000000,2.587951,2.602383
20.000000,10.000000,0.000000,0.000000
