X,Y,Temp_Num,Temp_Exact
0.625000,10.000000,2.698220,2.602383
1.250000,10.000000,5.361893,5.170092
1.875000,10.000000,7.957893,7.669807
2.500000,10.000000,10.455757,10.070765
3.125000,10.000000,12.828600,12.345678
3.750000,10.000000,15.053646,14.471302
4.375000,10.000000,17.112353,16.428642
5.000000,10.000000,18.990204,18.202833
5.625000,10.000000,20.676236,19.782776
6.250000,10.000000,22.162405,21.160603
6.875000,10.000000,24.084100,22.331070
7.500000,10.000000,24.513253,23.290939
8.125000,10.000000,24.728708,24.038400
8.750000,10.000000,24.729010,24.572581
9.375000,10.000000,24.512667,24.893143
10.000000,10.000000,24.078084,25.000000
10.625000,10.000000,23.423594,24.893143
11.250000,10.000000,22.547603,24.572581
11.875000,10.000000,21.448853,24.038400
12.500000,10.000000,20.126813,23.290939
13.125000,10.000000,18.582181,22.331070
13.750000,10.000000,17.809317,21.160603
14.375000,10.000000,16.817531,19.782776
15.000000,10.000000,15.610883,18.202833
15.625000,10.000000,14.196851,16.428642
16.250000,10.000000,12.586788,14.471302
16.875000,10.000000,10.796327,12.345678
17.500000,10.000000,8.845678,10.070765
18.125000,10.000000,6.759690,7.669807
18.750000,10.000000,4.567606,5.170092
19.375000,10.000000,2.302442,2.602383
20.000000,10.000000,0.000000,0.000000
